"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"11963",11963,"charles",1322837881,536340,"02/12/2011 14:58","no",715,118,14,-1.89,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.11,-0.16,-15,64,-161,25,603,-310,-71.8,-31.8,37.5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.16,0.05,0.77,146,-157,-230,612,-161,-303,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.98625415,-57.18628887,19.1316122,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.38,-37,-56,13,-444,431,-10,6.51,29.6,-106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,2.47,0.67,-222,140,51,-568,693,693,"C"
"11977",11977,"charles",1322837883,28540,"02/12/2011 14:58","no",716,117,14.5,-2.15,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.2,-14,59,-160,31,599,-324,-35.3,9.66,-78.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,-1.03,0.82,-203,-22,25,0,310,604,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.4168272,-42.40724822,26.00948884,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.34,-0.15,-32,-68,20,-472,395,4,-45.1,19,-178,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,-2.22,-0.82,-359,-105,16,-631,-5,428,"C"
"12017",12017,"charles",1322837884,876299,"02/12/2011 14:58","no",717,118,13.7,-1.12,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.1,-0.18,-18,61,-160,26,601,-326,-84.8,-23.7,56.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-0.45,0.69,114,-203,-336,427,-208,-439,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.2551885,-39.05222819,27.7636503,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.31,0.11,-25,-58,18,-462,410,10,30,18.4,-66.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,2.25,-0.46,-87,130,13,-258,753,550,"C"
"12022",12022,"charles",1322837885,32281,"02/12/2011 14:58","no",718,118,13.6,-1.07,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,-19,64,-160,32,598,-332,-85.6,-24.1,56,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,-0.66,0.74,117,-183,-326,424,-177,-448,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.42507774,-49.60082645,28.64792253,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.39,-0.02,-32,-56,19,-456,416,16,28.3,6.18,-57.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75,1.88,-0.28,-23,65,20,-98,716,588,"C"
"12048",12048,"charles",1322837885,904350,"02/12/2011 14:58","no",718,118,13.7,-1.38,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.13,-0.18,-16,63,-160,30,602,-331,-37.4,-1.66,-60.8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,-1.25,0.66,-131,-19,60,295,232,552,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.61205,-49.33374653,16.4033941,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.34,-0.02,-29,-53,10,-448,416,-10,-4.37,34.2,-127,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-3.5,-0.95,-202,169,34,-608,639,642,"C"
"12091",12091,"charles",1322837887,852300,"02/12/2011 14:58","no",720,120,13.7,0.61,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,-18,61,-165,26,591,-337,-86.6,-26.9,44.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17,0.18,0.49,145,-158,-275,551,-123,-391,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.15255832,-56.96698429,44.2017092,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,0.45,0.16,-29,-39,23,-452,420,-2,-29.6,28,-163,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,3.2,0.15,-379,-82,48,-698,209,506,"C"
"12129",12129,"charles",1322837889,396296,"02/12/2011 14:58","no",722,120,13.7,2.01,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.13,-0.15,-27,61,-165,25,595,-331,-44,29.3,-99.8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,-1.08,1.64,-314,-32,-32,-302,311,571,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.62821618,-46.0524587,31.80749627,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.31,-0.11,-27,-51,19,-461,411,-8,15.3,34.5,-104,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,-2.22,0.23,-191,137,33,-453,732,585,"C"
"12149",12149,"charles",1322837891,128309,"02/12/2011 14:58","no",723,119,14,2.9,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.11,-0.13,-20,60,-158,25,599,-309,-95.7,-18.1,60.1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.72,0.75,101,-184,-345,360,-107,-504,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.2335098,-45.73009469,15.96271216,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.32,-0.26,-25,-50,9,-460,416,-23,35.7,15.8,-56.6,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,0.69,0.08,-82,111,-4,-148,729,504,"C"
"12170",12170,"charles",1322837891,960326,"02/12/2011 14:58","no",723,120,14.2,2.37,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.11,-0.2,-21,63,-164,26,601,-340,-53.8,-21.7,-15.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,-1.51,1.36,66,-84,-61,707,27,169,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.5505077,-40.18014387,18.14917792,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.24,-0.16,-26,-60,12,-465,415,-24,-23.1,41.1,-132,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,-1.46,0.03,-355,19,19,-683,459,569,"C"
"12193",12193,"charles",1322837893,748312,"02/12/2011 14:58","no",724,120,14.5,1.44,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.13,-0.16,-18,60,-162,28,601,-333,-41.5,-1.29,-40.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.78,0.1,0.8,-59,-80,-4,525,89,435,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.4843986,-45.40127482,9.76161309,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.24,-0.25,-27,-55,6,-449,420,-1,35.8,13.2,-44.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,1.11,0.08,-44,83,26,-98,714,564,"C"
"12250",12250,"charles",1322837896,336312,"02/12/2011 14:58","no",727,120,14.2,2.85,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,-0.16,-21,60,-163,26,597,-337,-32.4,-8.2,-32.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,-0.21,0.94,29,-60,-11,618,89,323,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-103.2980928,-49.94727674,18.26900772,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.29,-0.18,-29,-52,11,-459,415,-34,38.7,9.68,-38.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.95,0.38,-37,67,-20,-39,690,496,"C"
"12289",12289,"charles",1322837897,896319,"02/12/2011 14:58","no",728,120,14.1,3.35,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.2,-18,61,-161,30,596,-331,-40.3,26.6,-83,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,-0.82,0.72,-256,-62,4,-165,250,632,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.9477714,-42.60664771,16.60792829,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.34,-0.11,-30,-65,12,-455,408,3,-40.9,39.2,-141,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,1.09,-0.26,-411,-55,8,-685,247,448,"C"
"12296",12296,"charles",1322837898,380329,"02/12/2011 14:58","no",729,119,14,3.29,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.16,-19,63,-160,28,596,-329,-44.9,34.6,-96.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,-0.11,0.46,-291,-52,17,-305,267,591,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.273943,-43.5735085,13.22845102,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.27,-0.18,-32,-68,10,-462,411,-16,7.99,44.1,-78.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,1.69,0.25,-245,117,34,-535,704,622,"C"
"12315",12315,"charles",1322837900,304279,"02/12/2011 14:58","no",730,120,14.5,2.94,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,-17,59,-165,29,595,-345,-38.2,15,-64.5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,-0.72,0.48,-159,-64,60,96,182,647,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.8713122,-46.15220732,9.226425053,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.27,0.07,-29,-58,6,-455,410,-30,-51.1,36.5,-150,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,-1.01,0.05,-449,-80,15,-671,148,384,"C"
"12393",12393,"charles",1322837901,188374,"02/12/2011 14:58","no",760,120,14.9,2.32,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,-18,63,-162,25,596,-331,-31.5,14.7,-68,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,0.34,0.52,-199,-40,39,121,230,606,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.4901385,-43.96087351,21.44322519,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,37.9,32.6,-43.1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,1.19,-0.07,-122,147,-3,-275,752,535,"C"
"12405",12405,"charles",1322837901,896297,"02/12/2011 14:58","no",760,121,14.2,3.21,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.13,-0.11,-19,63,-165,30,593,-343,-48.5,-26.3,-8.83,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,-0.48,0.75,108,-111,-91,719,-23,141,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.4901385,-43.96087351,21.44322519,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,0.39,-0.05,-30,-62,15,-469,402,-2,22.3,41.8,-66.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-2.31,-0.48,-153,175,15,-464,736,606,"C"
"12480",12480,"charles",1322837882,460310,"02/12/2011 14:58","no",764,118,14,-1.53,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,-18,62,-158,29,604,-316,-54.3,-30.1,-11.9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,-1.54,0.75,69,-84,-62,715,53,122,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.5168226,-37.76018664,34.72693069,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.29,-0.23,-26,-61,24,-473,399,14,23.5,8.45,-87.1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-1.35,-1.12,-85,149,18,-195,769,682,"C"
"12512",12512,"jeremy",1322673118,818712,"30/11/2011 17:11","no",785,0.41,4.95,-87.9,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-15,-1,44,58,636,-296,0,0,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,0.92,-0.67,71,34,-293,699,-133,-192,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.0124847,-54.16291408,-74.62711313,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.16,-0.36,-142,144,-187,-524,279,125,146,19.9,131,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.08,-116,232,-172,-606,605,669,"C"
"12636",12636,"pedro",1323095033,276400,"05/12/2011 14:23","no",830,121,25.5,-6.02,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.05,-0.44,-42,68,-172,2,590,-368,47.8,-10.1,161,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,0.27,-0.21,3,9,75,-364,349,509,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.165148103,34.22120935,122.7843537,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.13,-0.28,31,2,87,531,-510,-69,149,36.8,151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,2.22,0,-115,160,-170,-713,327,556,"C"
"12655",12655,"pedro",1323095032,92393,"05/12/2011 14:23","no",831,121,25.3,-5.15,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.05,-0.44,-45,71,-171,8,581,-370,52.1,-75.1,161,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.46,0.55,-0.13,264,1,113,566,183,382,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.484008946,46.34933654,110.65321,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0,-0.52,36,2,72,541,-502,-76,142,-8.97,89,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.96,0.21,108,328,-177,-236,774,631,"C"
"12761",12761,"carlitos",1323084308,572300,"05/12/2011 11:25","no",850,1.74,8.53,-93.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,0,-25,4,20,8,603,-297,66.2,-15.5,40,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.26,0.85,0.02,-15,108,-56,570,64,397,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.6213478,-4.378279773,50.23162148,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.06,-0.02,-1,-20,11,-573,243,13,159,50.3,160,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,4,0.41,-86,178,-196,-682,273,512,"C"
"12796",12796,"carlitos",1323084298,760304,"05/12/2011 11:24","no",851,0.91,5.87,-92.9,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.02,-0.03,-17,7,19,-4,601,-307,149,-26.5,-69.3,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,-0.72,0.46,55,-84,-399,355,-323,-434,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.4245232,-2.081226689,-4.163355546,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.02,-0.13,-1,-48,-2,-601,172,-2,149,-2.06,107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.05,0.05,97,270,-234,-234,717,464,"C"
"12818",12818,"carlitos",1323084326,660345,"05/12/2011 11:25","no",19,1.57,6.79,-93.3,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,0,-17,3,17,3,598,-317,97.6,-67.4,-21.3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.91,0.58,-0.31,137,-6,-216,758,-257,-85,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,127.5178074,29.41072172,2.899261334,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.24,0.03,10,33,1,-482,393,-27,149,39,115,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.69,0.08,-198,351,-208,-576,562,459,"D"
"12834",12834,"carlitos",1323084327,444320,"05/12/2011 11:25","no",20,1.59,6.75,-93.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-18,5,16,1,590,-315,69.2,-50.5,33.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,-1.14,0.36,37,88,-102,674,-3,294,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,100.6316705,14.47505604,54.11976631,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-0.08,0.11,7,41,25,-486,374,-22,-135,27.3,-115,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,-2.2,-0.2,-209,-137,-210,-275,-463,209,"D"
"12861",12861,"carlitos",1323084328,432305,"05/12/2011 11:25","no",21,1.02,6.37,-93.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.03,-18,4,18,2,596,-303,88.7,-63.6,-9.6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52,0.9,-0.82,115,3,-220,756,-230,-54,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,111.6582954,36.76704798,25.43432115,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.26,-0.03,10,25,7,-485,397,-32,144,43.3,121,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,-1.81,-0.66,-155,333,-183,-618,561,575,"D"
"12863",12863,"carlitos",1323084328,476286,"05/12/2011 11:25","no",21,1.05,6.36,-93.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.03,-17,2,21,-3,600,-293,107,-65.5,-29.9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,0.72,-0.3,113,-14,-248,742,-249,-127,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,78.53981634,78.53981634,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.11,-0.02,14,14,0,-485,396,-30,148,46.6,128,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-2.25,-0.61,-148,313,-184,-650,504,581,"D"
