"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"12721",12721,"pedro",1323095025,588313,"05/12/2011 14:23","no",833,122,25.2,-2.98,19,-0.39,-0.05,-0.39,-39,69,-169,6,589,-377,21.1,7.57,-13.7,27,1.48,-0.8,0.54,248,-25,91,454,215,474,-15.64236466,24.7321034,127.6389204,9,0.48,-0.14,-0.18,22,-14,86,508,-539,-30,149,-7.17,94.9,35,0.32,-0.24,0.02,93,274,-189,-253,768,609,"C"
"12722",12722,"pedro",1323095025,588363,"05/12/2011 14:23","no",833,122,25.2,-2.97,19,-0.39,-0.05,-0.39,-39,71,-169,10,575,-373,21.8,9.87,-13.7,26,1.61,-0.87,0.61,231,-22,113,426,222,477,-11.55889604,26.84766828,127.7352521,9,0.45,-0.13,-0.2,23,-10,83,501,-538,-47,149,-7.13,95.6,34,0.31,-0.39,0.08,82,268,-184,-256,769,611,"C"
"12725",12725,"pedro",1323095025,884375,"05/12/2011 14:23","no",833,123,24.8,-2.44,20,-0.39,-0.03,-0.39,-41,72,-177,16,581,-372,20.8,35.1,-13.7,20,1.54,-0.75,0.1,132,-3,148,67,293,606,-22.67560021,16.42412348,128.9098917,10,0.43,-0.21,-0.2,16,-22,94,527,-515,-41,148,-2.2,111,37,0.11,-1.59,-0.31,25,320,-177,-395,760,603,"C"
"12728",12728,"pedro",1323095024,4309,"05/12/2011 14:23","no",834,123,26,-4.46,19,-0.48,-0.03,-0.48,-32,70,-174,4,583,-377,125,70.1,92.9,7,1.04,-0.56,0,-17,6,63,-380,352,496,-11.15347593,27.04122934,127.7207339,9,0.24,-0.29,-0.07,24,-10,86,545,-499,-62,150,15.4,148,32,0.58,-2.06,0,-103,247,-162,-683,540,665,"C"
"12733",12733,"pedro",1323095024,220395,"05/12/2011 14:23","no",834,123,25.9,-4.19,20,-0.47,-0.03,-0.48,-40,70,-177,0,582,-368,120,73.5,92.4,4,-0.11,-0.1,-0.07,4,-8,42,-435,335,465,27.66301749,45.98488709,102.2638447,9,0.56,-0.14,-0.61,39,24,75,541,-504,-72,156,25.3,168,21,0.29,-1.2,-0.2,-120,46,-159,-706,254,559,"C"
"12749",12749,"carlitos",1323084308,40299,"05/12/2011 11:25","no",850,0.84,6.84,-93.3,3,0.06,-0.03,0,-17,2,28,1,603,-295,83.5,29.8,94.8,32,0.45,-0.27,0.13,-267,146,-65,-321,365,518,-124.7809164,2.87400631,32.16129018,4,-0.27,0.32,0.36,1,-33,11,-598,191,10,150,30.4,144,43,-0.48,-3.82,-0.57,-120,327,-236,-624,446,429,"C"
"12763",12763,"carlitos",1323084308,596285,"05/12/2011 11:25","no",850,1.77,8.52,-93.4,3,-0.02,0,-0.02,-24,4,21,0,599,-308,67,-18.1,35.6,12,-2.18,0.87,0.16,11,111,-49,620,49,356,-129.9634934,-3.322888937,26.90152122,3,0.03,-0.16,-0.02,-1,-29,8,-570,249,11,150,45.6,146,31,0.06,3.97,0.57,-89,211,-200,-682,370,530,"C"
"12767",12767,"carlitos",1323084308,688359,"05/12/2011 11:25","no",850,1.85,8.24,-93.5,3,0.02,0,0.02,-18,3,26,1,612,-311,70.2,-33.5,21,20,-1.12,0.69,-0.28,71,27,-181,741,-87,200,-109.2568095,-18.80134524,43.40430532,2,-0.03,-0.05,-0.05,-4,-19,9,-573,225,22,139,22.2,112,47,0,2.84,0.66,-18,413,-208,-504,651,507,"C"
"12796",12796,"carlitos",1323084298,760304,"05/12/2011 11:24","no",851,0.91,5.87,-92.9,3,-0.03,0.02,-0.03,-17,7,19,-4,601,-307,149,-26.5,-69.3,42,1.83,-0.72,0.46,55,-84,-399,355,-323,-434,-152.4245232,-2.081226689,-4.163355546,5,0.05,0.02,-0.13,-1,-48,-2,-601,172,-2,149,-2.06,107,38,0.06,0.05,0.05,97,270,-234,-234,717,464,"C"
"12811",12811,"carlitos",1323084326,448298,"05/12/2011 11:25","no",19,1.57,6.85,-93.3,3,0,0.02,0,-21,3,22,3,596,-320,56.9,-45.5,29.3,14,-2.14,0.69,-0.39,81,45,-106,743,-143,188,111.3389268,12.49359638,43.75019995,4,0.27,0.03,-0.28,5,36,17,-497,372,-12,162,50.5,140,43,0.08,2.92,0.52,-185,302,-229,-669,374,487,"D"
"12812",12812,"carlitos",1323084326,512297,"05/12/2011 11:25","no",19,1.58,6.83,-93.3,3,-0.02,0,-0.02,-18,7,18,4,598,-314,60,-50.1,23.7,16,-2.04,0.71,-0.49,93,34,-124,761,-154,126,115.6539668,13.43672429,38.93235123,5,0.32,0.1,-0.18,6,41,17,-500,374,-15,156,47.9,131,39,0.02,2.3,0.26,-172,275,-194,-648,453,499,"D"
"12847",12847,"carlitos",1323084327,884310,"05/12/2011 11:25","no",20,1.27,6.28,-93.2,3,-0.02,0,-0.08,-22,10,17,4,604,-313,55.6,-7.8,67.7,20,-1.36,0.58,-0.07,-122,148,37,190,220,580,88.90054019,13.42729979,66.34028035,4,-0.02,0.05,0.03,5,29,23,-506,356,-5,-176,57.9,-174,27,-0.5,2.75,0.36,-186,79,-174,-654,82,498,"D"
"12849",12849,"carlitos",1323084328,24330,"05/12/2011 11:25","no",21,0.88,6.37,-93.2,3,0.1,0.02,0,-10,-2,30,3,604,-312,56.3,-22.5,57.6,15,-2.14,0.88,-0.41,-72,129,14,407,126,500,94.21692709,6.745410915,62.38435593,5,0.03,0.06,-0.03,3,36,26,-502,356,-3,151,54.9,139,31,-0.13,2.52,0.66,-155,211,-157,-687,392,636,"D"
"12858",12858,"carlitos",1323084328,292317,"05/12/2011 11:25","no",21,1.1,6.5,-93.3,3,-0.02,-0.02,-0.02,-19,4,16,5,600,-316,69.4,-53.4,16.4,18,-2.36,0.96,-0.8,112,52,-126,772,-174,91,116.6610059,24.28442645,31.64441369,7,0.27,0.21,0.02,17,65,22,-489,376,-25,142,37.9,113,46,-0.02,-0.87,-0.26,-202,356,-181,-574,605,547,"D"
"12862",12862,"carlitos",1323084328,456310,"05/12/2011 11:25","no",21,1.04,6.36,-93.3,3,-0.02,0,-0.02,-18,4,18,0,601,-313,97.5,-64.9,-19.4,26,-2.57,0.82,-0.57,118,-5,-226,750,-243,-84,97.64543658,58.51743969,9.218798483,2,0,0.19,-0.05,12,18,2,-481,396,-31,146,45,124,40,-0.08,-2.06,-0.62,-149,315,-184,-638,541,580,"D"
"12875",12875,"carlitos",1323084330,120330,"05/12/2011 11:25","no",22,1.51,6.94,-93.2,3,0,0,0,-19,3,21,-3,600,-294,98.3,-59.3,-14.5,24,-2.22,1.04,-0.48,117,40,-202,762,-207,-76,122.466002,6.07270306,34.03249482,3,0.32,0.29,-0.25,2,31,11,-503,358,-13,148,47.1,131,38,0.05,-2.15,-0.49,-160,282,-182,-666,480,578,"D"
"12879",12879,"carlitos",1323084330,232286,"05/12/2011 11:25","no",22,1.67,6.91,-93.3,2,0.03,0,0,-17,4,17,7,596,-316,131,-60.3,-54.6,36,-1.4,0.55,-0.03,113,-50,-328,678,-292,-235,110.65321,43.59128869,14.95824015,4,0.06,0.5,0.02,17,36,6,-484,396,-27,172,55.3,167,32,-0.1,-2.76,-0.66,-181,189,-175,-689,200,528,"D"
"12900",12900,"carlitos",1323084331,364305,"05/12/2011 11:25","no",23,1.12,6.75,-93.6,3,0.08,-0.02,-0.03,-19,4,19,1,602,-309,53.5,-12.1,63.1,17,-0.11,0.13,-0.25,-56,138,69,283,152,558,104.161372,-3.597525954,52.769705,3,-0.02,-0.05,0.02,-1,24,14,-540,320,-24,161,59.5,152,33,-0.34,2.62,0.69,-212,165,-177,-696,292,627,"D"
"12955",12955,"pedro",1323095040,688372,"05/12/2011 14:24","no",107,122,25,-5.35,18,-0.43,-0.03,-0.41,-35,66,-164,15,587,-361,85.9,-13.6,40.5,28,1.8,-1.09,0.21,242,24,133,460,267,440,-3.371212293,36.77618804,120.1344428,9,0.45,-0.02,-0.25,32,-3,83,536,-511,-64,131,26.5,129,35,0.75,-2.75,-0.26,-43,300,-164,-605,659,664,"D"
"12959",12959,"pedro",1323095040,720376,"05/12/2011 14:24","no",107,122,24.8,-5.2,20,-0.39,-0.05,-0.41,-40,72,-177,4,587,-373,84.9,-7.65,49.1,27,1.77,-1.11,0.15,214,32,148,354,295,480,18.43257522,36.37550719,115.9038564,9,0.47,-0.14,-0.08,33,17,85,535,-513,-57,136,35.2,141,32,0.47,-2.79,-0.49,-92,243,-168,-678,514,625,"D"
"12967",12967,"pedro",1323095041,376513,"05/12/2011 14:24","no",108,122,25.5,-5.65,19,-0.48,-0.03,-0.44,-38,69,-173,3,579,-363,90.9,24.8,104,5,0.27,-0.26,-0.23,2,10,47,-427,348,460,3.105683348,27.2475007,129.6466914,10,0.48,-0.03,-0.3,26,3,93,533,-506,-28,143,47.7,144,32,-0.34,2.62,0.11,-174,205,-170,-706,389,583,"D"
"12968",12968,"pedro",1323095041,444321,"05/12/2011 14:24","no",108,122,25.5,-5.65,20,-0.48,-0.05,-0.46,-37,72,-174,7,592,-362,88.6,25.4,104,4,0.14,-0.22,-0.11,2,5,40,-436,344,460,2.129146044,32.50411456,124.5007042,10,0.48,-0.11,-0.34,30,2,89,528,-516,-28,137,44.9,136,32,-0.64,2.14,0,-146,231,-163,-693,485,633,"D"
"12979",12979,"pedro",1323095041,941509,"05/12/2011 14:24","no",108,122,24.8,-4.54,20,-0.42,-0.02,-0.46,-42,71,-174,8,590,-372,57,12.4,87.1,13,-2.02,0.48,-0.03,38,22,117,-229,343,574,1.010272823,31.85388474,125.2085943,10,0.4,-0.05,-0.41,31,1,94,535,-505,-43,122,6.65,92.9,35,0.05,1.17,0.02,61,290,-164,-317,786,706,"D"
"12982",12982,"pedro",1323095042,260417,"05/12/2011 14:24","no",109,122,24.9,-4.68,19,-0.47,-0.03,-0.49,-39,70,-170,6,582,-368,55.8,0.3,77.8,13,-2.38,0.64,-0.08,56,22,114,-6,330,589,13.51057913,37.10999847,117.3585703,10,0.37,-0.22,-0.36,35,13,89,539,-503,-55,122,1.45,88.1,35,-0.31,0.87,-0.02,119,272,-167,-235,778,693,"D"
"12989",12989,"pedro",1323095042,368349,"05/12/2011 14:24","no",109,121,25.1,-4.94,18,-0.39,-0.03,-0.44,-31,69,-163,4,580,-356,55.7,-24.9,56.5,24,-2.59,0.48,-0.15,199,6,131,407,211,507,14.50056012,25.85202531,127.2741985,9,0.35,-0.05,-0.36,23,13,86,535,-497,-63,124,-1.6,88.3,35,0.1,0.05,0.03,110,275,-165,-183,761,662,"D"
"12994",12994,"pedro",1323095042,680396,"05/12/2011 14:24","no",109,121,24.9,-4.25,19,-0.4,-0.05,-0.44,-40,69,-169,10,585,-361,64.3,-37.8,37.3,30,-0.63,-0.06,-0.03,288,-40,53,587,132,375,10.18922375,37.00445466,118.5656657,9,0.55,-0.21,-0.38,32,9,82,547,-492,-54,123,5.06,98.1,34,0.59,-1.25,0,76,285,-155,-290,783,688,"D"
"13021",13021,"pedro",1323095044,608397,"05/12/2011 14:24","no",110,122,25.5,-6.48,19,-0.43,-0.05,-0.43,-36,71,-173,8,581,-373,83.2,-14.5,33.8,34,-1.24,0.13,0.1,286,-6,172,507,171,433,-4.309387992,19.50977624,137.0875749,9,0.14,-0.06,-0.21,18,-4,91,534,-515,-73,119,-2.01,90,34,0.37,-0.16,-0.07,146,249,-169,-189,759,682,"D"
"13031",13031,"pedro",1323095045,40306,"05/12/2011 14:24","no",111,122,25.3,-5.69,20,-0.43,-0.02,-0.44,-37,73,-173,10,586,-367,116,-17.1,-29,45,0.14,-0.53,0.41,405,-94,-156,714,-48,-204,-2.47543209,26.29122477,130.6666034,8,0.51,-0.05,-0.25,21,-2,78,543,-496,-61,138,38.8,140,33,0.43,-2.71,-0.11,-110,246,-174,-666,533,560,"D"
"13040",13040,"pedro",1323095045,320318,"05/12/2011 14:24","no",111,120,25.7,-6.61,19,-0.55,-0.03,-0.48,-37,70,-170,9,586,-354,102,0.4,28,32,1.56,-0.95,-0.41,285,49,131,546,256,351,-4.039030953,31.82867219,124.9776809,10,0.51,0.19,-0.25,31,-4,94,519,-522,-55,153,48.5,157,35,0.14,0.24,0.25,-229,185,-184,-688,290,459,"D"
"13046",13046,"pedro",1323095045,504527,"05/12/2011 14:24","no",111,120,25.9,-7.39,18,-0.4,-0.03,-0.43,-31,68,-163,2,594,-360,101,6.06,45.3,26,1,-0.56,-0.08,195,47,160,361,288,484,2.875722332,25.18488602,131.7239877,11,0.37,-0.34,0.2,26,3,101,510,-533,-34,158,50.3,162,36,0.18,-0.85,-0.21,-241,186,-171,-696,234,436,"D"
"13054",13054,"pedro",1323095045,960355,"05/12/2011 14:24","no",111,121,25.6,-6.49,19,-0.43,-0.03,-0.43,-43,70,-172,-3,581,-365,97,9.37,50.2,29,-0.79,0.02,0.08,213,17,181,311,259,535,-9.500740004,13.32039125,140.6851784,11,0.5,-0.26,-0.13,14,-10,104,527,-514,-40,-155,44.2,-120,33,-0.22,-0.82,-1.3,-72,-205,-235,-368,-448,76,"D"
"13076",13076,"pedro",1323095046,928350,"05/12/2011 14:24","no",112,122,25,-5.54,19,-0.42,-0.03,-0.44,-38,69,-173,8,586,-378,96.9,5.8,-14.9,42,1.85,-1.17,0.21,404,-45,-64,745,42,-77,-2.389660824,25.36000756,131.6023305,9,0.5,-0.31,-0.34,21,-2,81,524,-525,-68,143,42.4,136,36,0.29,-0.19,-0.08,-195,220,-192,-686,424,484,"D"
"13082",13082,"pedro",1323095048,112332,"05/12/2011 14:24","no",113,121,25.7,-6.47,19,-0.48,-0.02,-0.48,-41,69,-172,3,581,-366,96.6,30.1,34.6,34,-1.75,0.19,0.28,279,19,184,485,209,434,-39.5671477,22.57083787,110.8851313,8,0.72,-0.13,-0.62,18,-31,72,507,-538,-87,148,56.8,151,30,-0.18,2.06,0.62,-215,154,-126,-703,241,557,"D"
"13095",13095,"pedro",1323095048,496319,"05/12/2011 14:24","no",113,121,25.5,-6.47,19,-0.39,-0.03,-0.44,-39,68,-169,3,585,-364,78.1,5.14,-34.7,47,-1.75,0.19,0.2,409,-99,-186,680,-51,-274,18.25622007,36.07899946,116.2591807,10,0.5,-0.03,-0.3,35,18,91,560,-483,-72,130,35,119,34,0.21,0.1,0.02,-112,267,-163,-650,573,573,"D"
"13103",13103,"pedro",1323095048,780544,"05/12/2011 14:24","no",113,121,25.4,-6.24,19,-0.42,-0.02,-0.44,-38,70,-170,5,583,-361,80.8,20.7,-18.8,42,1.7,-1.2,0.2,410,-30,-66,741,56,-84,5.701858038,32.48124648,124.0652258,9,0.53,0.06,-0.33,28,5,83,550,-494,-71,140,44,135,39,0.34,-1.81,-0.02,-214,269,-169,-686,402,498,"D"
"13106",13106,"pedro",1323095048,840393,"05/12/2011 14:24","no",113,121,25.3,-6.06,19,-0.42,-0.03,-0.46,-41,72,-171,7,587,-353,85.5,29.5,-7.24,40,1.73,-1.24,0.05,389,-3,-9,728,125,67,4.497032849,29.65354425,127.0664139,9,0.5,0.02,-0.36,26,4,85,545,-500,-77,156,51.6,157,33,0.42,-2.97,-0.25,-197,194,-160,-693,211,433,"D"
"13114",13114,"pedro",1323095048,944754,"05/12/2011 14:24","no",113,121,25.5,-6.54,19,-0.51,-0.02,-0.46,-40,68,-173,11,584,-349,104,45.4,31.4,32,1.54,-1.01,-0.26,281,34,138,504,269,389,-9.118913685,34.5038908,121.292917,8,-0.03,0.14,-0.26,26,-7,72,509,-537,-97,-149,42.1,-125,28,0.14,-2.25,-0.41,-130,-118,-213,-345,-456,120,"D"
"13118",13118,"pedro",1323095049,336273,"05/12/2011 14:24","no",114,120,25.6,-7.16,19,-0.42,-0.03,-0.41,-34,70,-165,2,586,-366,116,47.7,63.6,26,0.79,-0.39,-0.36,184,13,176,240,253,579,12.16220575,42.90011316,112.2651352,6,0.87,-0.03,-0.21,24,7,52,472,-579,-123,-153,48,-127,30,-0.32,1.98,0.13,-174,-107,-205,-419,-382,180,"D"
"13128",13128,"pedro",1323095050,12326,"05/12/2011 14:24","no",115,122,26,-6.69,20,-0.51,-0.03,-0.46,-39,71,-176,-1,589,-370,88.7,52.2,35.1,32,-2.2,0.29,0.26,249,8,183,442,207,486,-27.08408232,12.45374618,127.1370742,11,0.56,-0.03,-0.21,13,-28,100,505,-541,-77,135,40.2,126,36,0.02,0.27,-0.02,-205,239,-168,-672,478,528,"D"
"13142",13142,"pedro",1323095050,776292,"05/12/2011 14:24","no",115,122,25.5,-5.16,20,-0.48,-0.02,-0.43,-41,69,-176,-1,589,-370,53,7.52,-29.7,47,-0.32,-0.26,-0.02,424,-98,-159,709,-35,-216,-6.187872254,28.19993554,128.1722276,10,0.48,-0.14,-0.23,27,-6,93,516,-529,-72,145,49.3,144,35,0.1,-1.88,-0.33,-216,218,-158,-696,300,478,"D"
"13149",13149,"pedro",1323095050,956489,"05/12/2011 14:24","no",115,122,25.6,-5.37,20,-0.48,-0.02,-0.48,-40,72,-173,0,582,-369,56.8,32.2,-15.9,39,2.22,-1.46,0.13,385,-35,19,731,107,64,-25.52256875,20.1222352,124.2953687,10,0.32,0.03,-0.3,19,-24,90,514,-525,-71,-162,51.7,-144,29,0.34,-3.42,-0.61,-190,11,-207,-490,-287,223,"D"
"13159",13159,"pedro",1323095052,456323,"05/12/2011 14:24","no",116,122,25.4,-4.25,19,-0.43,-0.03,-0.44,-39,68,-173,4,585,-367,34.5,5.86,-24.4,44,1.86,-1.25,0.28,422,-72,-71,736,-9,-143,-3.145546018,22.19702009,134.6534213,10,0.51,-0.08,-0.28,21,-3,93,506,-541,-83,156,51.9,159,33,0.22,-2.44,-0.28,-207,163,-180,-685,182,410,"D"
"13182",13182,"pedro",1323095053,224288,"05/12/2011 14:24","no",117,120,25.7,-5.18,18,-0.35,-0.03,-0.46,-33,71,-161,-4,595,-359,15.5,73.9,-24,28,-0.14,-0.16,0.11,215,10,169,297,255,543,-71.53798667,13.15600202,83.80768283,7,0.92,-0.43,0.11,9,-45,51,435,-603,-148,161,60.1,171,26,0.08,2.95,0.71,-172,134,-129,-675,100,467,"D"
"13184",13184,"pedro",1323095053,244336,"05/12/2011 14:24","no",117,120,25.5,-4.93,19,-0.35,-0.03,-0.43,-40,72,-164,0,594,-355,13.7,73,-25.3,28,-0.29,-0.02,-0.02,217,0,163,305,247,553,-59.66692848,12.8052026,95.67010682,8,1.01,-0.42,0.07,10,-44,64,449,-591,-115,151,55.7,154,32,0.32,2.71,0.69,-188,200,-153,-702,222,495,"D"
"13190",13190,"pedro",1323095053,484388,"05/12/2011 14:24","no",117,121,25.4,-4.6,19,-0.37,-0.03,-0.39,-41,69,-163,8,587,-365,9.48,67.8,-28.2,29,-0.67,-0.02,0.05,222,-3,173,346,231,536,-49.60147131,-1.034636551,107.4653756,10,0.83,-0.13,-0.36,-1,-46,85,462,-586,-91,134,41.7,124,37,0.26,2.04,0.62,-101,321,-146,-675,500,559,"D"
"13207",13207,"pedro",1323095053,876313,"05/12/2011 14:24","no",117,121,25.5,-5.2,19,-0.4,-0.03,-0.44,-39,71,-172,5,590,-371,13.7,-3.96,-19.9,43,-2.31,0.47,0.33,412,-61,-25,746,11,-91,-29.74768214,22.42327521,119.4038522,10,0.4,-0.22,-0.03,22,-29,92,491,-549,-79,155,50.6,154,38,0.35,-2.2,-0.15,-240,213,-187,-691,225,401,"D"
"13216",13216,"pedro",1323095055,212293,"05/12/2011 14:24","no",118,120,25.2,-6.28,19,-0.37,-0.05,-0.38,-42,70,-165,10,592,-360,-4.64,42.6,-31.8,31,-0.55,-0.02,0.07,245,-4,179,405,194,511,-64.97770273,10.2724447,91.01370854,10,0.95,0,-0.49,10,-59,77,442,-599,-100,136,39.8,124,35,0.11,0.05,-0.11,-172,241,-174,-664,517,534,"D"
"13220",13220,"pedro",1323095055,544323,"05/12/2011 14:24","no",118,120,25.5,-6.33,19,-0.48,-0.02,-0.39,-41,68,-170,9,587,-361,-2.67,33,-29,35,-1.59,0.16,0.33,283,7,197,501,187,461,-32.47878618,14.00671817,121.5027581,10,0.66,-0.18,-0.52,14,-32,94,437,-602,-108,137,39.9,127,34,0.19,-0.24,-0.15,-150,235,-190,-665,498,504,"D"
"13244",13244,"pedro",1323095056,468374,"05/12/2011 14:24","no",119,122,25.1,-6.49,20,-0.53,-0.02,-0.44,-40,71,-174,8,582,-375,7.49,12.5,-27.4,33,1.94,-0.98,-0.11,280,21,155,571,220,348,-52.05302172,9.147572196,104.0649828,10,0.19,0.21,-0.38,9,-49,85,467,-588,-85,-157,52.2,-131,29,-0.59,1.99,0.36,-190,-61,-209,-472,-311,224,"D"
"13258",13258,"pedro",1323095056,960345,"05/12/2011 14:24","no",119,122,24.6,-5.78,19,-0.34,-0.05,-0.44,-38,67,-172,13,579,-368,-5.17,32.2,-35,28,-0.22,0.05,-0.11,207,-4,184,270,235,568,-78.8100149,10.48004739,77.17515084,9,0.95,-0.48,0.1,9,-61,60,407,-629,-126,143,47.1,136,41,-0.08,0.61,-0.15,-242,259,-182,-689,414,511,"D"
"13282",13282,"pedro",1323095057,928388,"05/12/2011 14:24","no",120,123,25.2,-4.84,20,-0.47,-0.02,-0.41,-35,72,-174,12,582,-360,4.75,-52,-10.6,45,1.54,-0.82,0.07,419,-81,-113,734,-22,-157,-33.16814994,13.26774619,121.1646131,10,0.47,-0.03,-0.21,13,-32,92,473,-567,-75,-139,38.4,-108,31,-0.13,-2.28,-0.3,-89,-189,-219,-262,-521,100,"D"
"13283",13283,"pedro",1323095057,940385,"05/12/2011 14:24","no",120,123,25.2,-4.88,19,-0.47,-0.02,-0.46,-39,74,-171,9,579,-374,6.89,-47.5,-13.4,44,1.81,-1.06,-0.02,417,-80,-86,742,-5,-101,-30.41295672,16.59819409,122.1733397,10,0.47,-0.03,-0.28,16,-29,91,480,-566,-77,-137,36.7,-103,33,-0.34,-1.08,-0.25,-85,-223,-224,-202,-548,90,"D"
"13293",13293,"pedro",1323095058,532318,"05/12/2011 14:24","no",121,122,25.8,-5.78,19,-0.55,-0.03,-0.49,-38,71,-170,1,585,-356,10.1,-0.57,-28.6,33,1.62,-1.06,-0.23,268,37,175,495,224,416,-42.25441043,10.50981015,113.3725407,11,0.39,-0.05,-0.25,11,-43,95,488,-560,-66,-173,59.4,-159,26,-0.06,3.03,0.54,-179,40,-179,-603,-79,382,"D"
"13297",13297,"pedro",1323095058,784304,"05/12/2011 14:24","no",121,122,25.5,-4.35,20,-0.5,-0.03,-0.43,-46,70,-177,8,588,-374,3.27,11.6,-32.4,28,-0.87,0.03,0.13,202,8,189,288,224,579,-62.75421274,-5.8749485,93.96316693,7,0,0.29,-0.36,-4,-40,55,425,-612,-149,136,40.7,123,36,0.32,0.26,0.07,-166,260,-175,-662,514,531,"D"
"13328",13328,"charles",1322837915,132389,"02/12/2011 14:58","no",130,118,16.3,-2.17,18,0.14,0.11,-0.15,-20,64,-160,19,600,-326,-42.1,-18,-19.9,13,0.59,-0.64,0.98,70,-103,-38,668,19,254,111.7302556,41.09941236,-18.07672635,5,0.1,0.35,0.05,20,45,-9,-369,503,-42,-27.3,52.6,-114,43,0.14,-0.75,0.05,-412,99,37,-678,422,507,"D"
"13329",13329,"charles",1322837915,188449,"02/12/2011 14:58","no",130,118,16.3,-2.07,18,0.14,0.11,-0.15,-22,62,-159,17,597,-338,-42.1,-17.9,-20.8,13,0.79,-0.67,0.74,74,-102,-31,659,43,266,94.80772001,57.22564265,-21.83428794,4,0.18,0.27,0.07,20,30,-8,-360,511,-43,-30.6,51.8,-118,43,0.14,-1.03,-0.13,-404,104,23,-680,389,494,"D"
"13344",13344,"charles",1322837917,31476,"02/12/2011 14:58","no",131,118,16.4,-2.1,18,0.11,0.11,-0.15,-20,63,-160,18,604,-317,-35,0.28,-43.1,9,-1.46,0.03,0.52,-42,-75,25,485,114,471,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-15,57.3,-93.3,34,0.32,-1.25,-0.26,-322,82,26,-665,528,599,"D"
"13347",13347,"charles",1322837917,256396,"02/12/2011 14:58","no",131,118,16.3,-1.86,18,0.14,0.1,-0.18,-20,62,-161,19,604,-327,-38.7,-9.11,-27.8,10,-0.66,-0.35,0.75,36,-95,-10,623,42,336,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-49.4,47.3,-130,38,0.45,-2.04,-0.26,-368,-44,17,-693,237,479,"D"
"13353",13353,"charles",1322837917,608313,"02/12/2011 14:58","no",131,118,16.1,-1.78,18,0.16,0.13,-0.15,-23,63,-162,24,597,-331,-43.4,-17.1,-17.5,15,-0.22,-0.35,0.64,91,-119,-6,685,4,226,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-71.3,18.9,-158,51,0.75,-1.03,-0.33,-426,-256,7,-507,-252,199,"D"
"13358",13358,"charles",1322837917,816305,"02/12/2011 14:58","no",131,119,16.1,-1.94,18,0.08,0.11,-0.15,-23,64,-162,25,594,-323,-44.1,-22.3,-14.6,16,0.51,-0.59,0.9,84,-109,-76,693,12,190,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-74.1,16.9,-165,53,-0.39,0.69,-0.28,-447,-268,-32,-472,-314,133,"D"
"13359",13359,"charles",1322837917,856278,"02/12/2011 14:58","no",131,119,16.2,-1.93,18,0.08,0.11,-0.15,-20,63,-162,23,595,-336,-44.4,-22.4,-14.8,16,0.72,-0.58,0.82,82,-105,-74,695,17,198,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-74.1,17.6,-164,52,-0.45,0.75,-0.2,-433,-266,-20,-474,-305,134,"D"
"13364",13364,"charles",1322837918,84292,"02/12/2011 14:58","no",132,119,16.3,-2.34,18,0.08,0.11,-0.18,-19,62,-166,25,598,-336,-41.2,-13.5,-31.6,9,2.28,-1.19,1.39,12,-87,23,565,95,392,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-67.8,32.4,-155,46,-0.35,1.48,0.05,-425,-149,-1,-600,-78,286,"D"
"13369",13369,"charles",1322837918,285203,"02/12/2011 14:58","no",132,119,16.3,-2.25,18,0.06,0.13,-0.2,-24,64,-166,22,601,-324,-35.4,7.01,-60.7,19,2.73,-1.12,0.11,-172,-33,49,199,238,590,109.225388,41.53224862,-22.37798097,5,-0.1,-0.18,-0.16,20,44,-11,-363,501,-49,-48.5,50.8,-129,40,-0.34,1.65,0.26,-391,-32,34,-690,248,493,"D"
